id,linguagem,dificuldade,pergunta,alternativa_a,alternativa_b,alternativa_c,alternativa_d,resposta_correta,palavra_chave,explicacao
SQQ94,SQL,Hard,O que a palavra-chave 'JOIN' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,JOIN,A palavra-chave JOIN é usada frequentemente em SQL.
SQQ95,SQL,Hard,O que a palavra-chave 'UPDATE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,UPDATE,A palavra-chave UPDATE é usada frequentemente em SQL.
SQQ96,SQL,Hard,O que a palavra-chave 'ORDER BY' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,ORDER BY,A palavra-chave ORDER BY é usada frequentemente em SQL.
SQQ97,SQL,Simples,O que a palavra-chave 'DELETE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,DELETE,A palavra-chave DELETE é usada frequentemente em SQL.
SQQ98,SQL,Media,O que a palavra-chave 'JOIN' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,JOIN,A palavra-chave JOIN é usada frequentemente em SQL.
SQQ99,SQL,Hard,O que a palavra-chave 'DELETE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,DELETE,A palavra-chave DELETE é usada frequentemente em SQL.
SQQ100,SQL,Simples,O que a palavra-chave 'WHERE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,WHERE,A palavra-chave WHERE é usada frequentemente em SQL.
SQQ101,SQL,Simples,O que a palavra-chave 'SELECT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,SELECT,A palavra-chave SELECT é usada frequentemente em SQL.
SQQ102,SQL,Hard,O que a palavra-chave 'UPDATE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,UPDATE,A palavra-chave UPDATE é usada frequentemente em SQL.
SQQ103,SQL,Dificil,O que a palavra-chave 'DELETE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,DELETE,A palavra-chave DELETE é usada frequentemente em SQL.
SQQ104,SQL,Media,O que a palavra-chave 'WHERE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,WHERE,A palavra-chave WHERE é usada frequentemente em SQL.
SQQ105,SQL,Media,O que a palavra-chave 'DELETE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,DELETE,A palavra-chave DELETE é usada frequentemente em SQL.
SQQ106,SQL,Media,O que a palavra-chave 'INSERT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,INSERT,A palavra-chave INSERT é usada frequentemente em SQL.
SQQ107,SQL,Simples,O que a palavra-chave 'INSERT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,INSERT,A palavra-chave INSERT é usada frequentemente em SQL.
SQQ108,SQL,Media,O que a palavra-chave 'WHERE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,WHERE,A palavra-chave WHERE é usada frequentemente em SQL.
SQQ109,SQL,Media,O que a palavra-chave 'ORDER BY' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,ORDER BY,A palavra-chave ORDER BY é usada frequentemente em SQL.
SQQ110,SQL,Dificil,O que a palavra-chave 'ORDER BY' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,ORDER BY,A palavra-chave ORDER BY é usada frequentemente em SQL.
SQQ111,SQL,Hard,O que a palavra-chave 'DELETE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,DELETE,A palavra-chave DELETE é usada frequentemente em SQL.
SQQ112,SQL,Media,O que a palavra-chave 'SELECT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,SELECT,A palavra-chave SELECT é usada frequentemente em SQL.
SQQ113,SQL,Simples,O que a palavra-chave 'INSERT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,INSERT,A palavra-chave INSERT é usada frequentemente em SQL.
SQQ114,SQL,Dificil,O que a palavra-chave 'SELECT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,SELECT,A palavra-chave SELECT é usada frequentemente em SQL.
SQQ115,SQL,Simples,O que a palavra-chave 'UPDATE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,UPDATE,A palavra-chave UPDATE é usada frequentemente em SQL.
SQQ116,SQL,Hard,O que a palavra-chave 'INSERT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,INSERT,A palavra-chave INSERT é usada frequentemente em SQL.
SQQ117,SQL,Simples,O que a palavra-chave 'SELECT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,SELECT,A palavra-chave SELECT é usada frequentemente em SQL.
SQQ118,SQL,Simples,O que a palavra-chave 'DELETE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,DELETE,A palavra-chave DELETE é usada frequentemente em SQL.
SQQ119,SQL,Simples,O que a palavra-chave 'WHERE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,WHERE,A palavra-chave WHERE é usada frequentemente em SQL.
SQQ120,SQL,Hard,O que a palavra-chave 'UPDATE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,UPDATE,A palavra-chave UPDATE é usada frequentemente em SQL.
SQQ121,SQL,Hard,O que a palavra-chave 'INSERT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,INSERT,A palavra-chave INSERT é usada frequentemente em SQL.
SQQ122,SQL,Hard,O que a palavra-chave 'JOIN' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,JOIN,A palavra-chave JOIN é usada frequentemente em SQL.
SQQ123,SQL,Dificil,O que a palavra-chave 'JOIN' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,JOIN,A palavra-chave JOIN é usada frequentemente em SQL.
SQQ124,SQL,Dificil,O que a palavra-chave 'DELETE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,DELETE,A palavra-chave DELETE é usada frequentemente em SQL.
SQQ125,SQL,Hard,O que a palavra-chave 'UPDATE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,UPDATE,A palavra-chave UPDATE é usada frequentemente em SQL.
SQQ126,SQL,Dificil,O que a palavra-chave 'ORDER BY' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,ORDER BY,A palavra-chave ORDER BY é usada frequentemente em SQL.
SQQ127,SQL,Simples,O que a palavra-chave 'SELECT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,SELECT,A palavra-chave SELECT é usada frequentemente em SQL.
SQQ128,SQL,Hard,O que a palavra-chave 'DELETE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,DELETE,A palavra-chave DELETE é usada frequentemente em SQL.
SQQ129,SQL,Simples,O que a palavra-chave 'UPDATE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,UPDATE,A palavra-chave UPDATE é usada frequentemente em SQL.
SQQ130,SQL,Dificil,O que a palavra-chave 'DELETE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,DELETE,A palavra-chave DELETE é usada frequentemente em SQL.
SQQ131,SQL,Dificil,O que a palavra-chave 'INSERT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,INSERT,A palavra-chave INSERT é usada frequentemente em SQL.
SQQ132,SQL,Hard,O que a palavra-chave 'DELETE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,DELETE,A palavra-chave DELETE é usada frequentemente em SQL.
SQQ133,SQL,Simples,O que a palavra-chave 'DELETE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,DELETE,A palavra-chave DELETE é usada frequentemente em SQL.
SQQ134,SQL,Simples,O que a palavra-chave 'DELETE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,DELETE,A palavra-chave DELETE é usada frequentemente em SQL.
SQQ135,SQL,Simples,O que a palavra-chave 'ORDER BY' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,ORDER BY,A palavra-chave ORDER BY é usada frequentemente em SQL.
SQQ136,SQL,Hard,O que a palavra-chave 'WHERE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,WHERE,A palavra-chave WHERE é usada frequentemente em SQL.
SQQ137,SQL,Hard,O que a palavra-chave 'DELETE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,DELETE,A palavra-chave DELETE é usada frequentemente em SQL.
SQQ138,SQL,Dificil,O que a palavra-chave 'INSERT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,INSERT,A palavra-chave INSERT é usada frequentemente em SQL.
SQQ139,SQL,Simples,O que a palavra-chave 'DELETE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,DELETE,A palavra-chave DELETE é usada frequentemente em SQL.
SQQ140,SQL,Dificil,O que a palavra-chave 'UPDATE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,UPDATE,A palavra-chave UPDATE é usada frequentemente em SQL.
SQQ141,SQL,Media,O que a palavra-chave 'ORDER BY' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,ORDER BY,A palavra-chave ORDER BY é usada frequentemente em SQL.
SQQ142,SQL,Media,O que a palavra-chave 'INSERT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,INSERT,A palavra-chave INSERT é usada frequentemente em SQL.
SQQ143,SQL,Dificil,O que a palavra-chave 'ORDER BY' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,ORDER BY,A palavra-chave ORDER BY é usada frequentemente em SQL.
SQQ144,SQL,Media,O que a palavra-chave 'INSERT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,INSERT,A palavra-chave INSERT é usada frequentemente em SQL.
SQQ145,SQL,Hard,O que a palavra-chave 'DELETE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,DELETE,A palavra-chave DELETE é usada frequentemente em SQL.
SQQ146,SQL,Media,O que a palavra-chave 'WHERE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,WHERE,A palavra-chave WHERE é usada frequentemente em SQL.
SQQ147,SQL,Simples,O que a palavra-chave 'SELECT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,SELECT,A palavra-chave SELECT é usada frequentemente em SQL.
SQQ148,SQL,Simples,O que a palavra-chave 'WHERE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,WHERE,A palavra-chave WHERE é usada frequentemente em SQL.
SQQ149,SQL,Hard,O que a palavra-chave 'ORDER BY' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,ORDER BY,A palavra-chave ORDER BY é usada frequentemente em SQL.
SQQ150,SQL,Media,O que a palavra-chave 'DELETE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,DELETE,A palavra-chave DELETE é usada frequentemente em SQL.
SQQ151,SQL,Hard,O que a palavra-chave 'DELETE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,DELETE,A palavra-chave DELETE é usada frequentemente em SQL.
SQQ152,SQL,Media,O que a palavra-chave 'UPDATE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,UPDATE,A palavra-chave UPDATE é usada frequentemente em SQL.
SQQ153,SQL,Simples,O que a palavra-chave 'ORDER BY' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,ORDER BY,A palavra-chave ORDER BY é usada frequentemente em SQL.
SQQ154,SQL,Media,O que a palavra-chave 'UPDATE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,UPDATE,A palavra-chave UPDATE é usada frequentemente em SQL.
SQQ155,SQL,Dificil,O que a palavra-chave 'INSERT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,INSERT,A palavra-chave INSERT é usada frequentemente em SQL.
SQQ156,SQL,Hard,O que a palavra-chave 'ORDER BY' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,ORDER BY,A palavra-chave ORDER BY é usada frequentemente em SQL.
SQQ157,SQL,Media,O que a palavra-chave 'JOIN' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,JOIN,A palavra-chave JOIN é usada frequentemente em SQL.
SQQ158,SQL,Dificil,O que a palavra-chave 'SELECT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,SELECT,A palavra-chave SELECT é usada frequentemente em SQL.
SQQ159,SQL,Simples,O que a palavra-chave 'JOIN' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,JOIN,A palavra-chave JOIN é usada frequentemente em SQL.
SQQ160,SQL,Simples,O que a palavra-chave 'UPDATE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,UPDATE,A palavra-chave UPDATE é usada frequentemente em SQL.
SQQ161,SQL,Media,O que a palavra-chave 'ORDER BY' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,ORDER BY,A palavra-chave ORDER BY é usada frequentemente em SQL.
SQQ162,SQL,Hard,O que a palavra-chave 'UPDATE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,UPDATE,A palavra-chave UPDATE é usada frequentemente em SQL.
SQQ163,SQL,Dificil,O que a palavra-chave 'SELECT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,SELECT,A palavra-chave SELECT é usada frequentemente em SQL.
SQQ164,SQL,Hard,O que a palavra-chave 'INSERT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,INSERT,A palavra-chave INSERT é usada frequentemente em SQL.
SQQ165,SQL,Dificil,O que a palavra-chave 'ORDER BY' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,ORDER BY,A palavra-chave ORDER BY é usada frequentemente em SQL.
SQQ166,SQL,Media,O que a palavra-chave 'SELECT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,SELECT,A palavra-chave SELECT é usada frequentemente em SQL.
SQQ167,SQL,Simples,O que a palavra-chave 'UPDATE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,UPDATE,A palavra-chave UPDATE é usada frequentemente em SQL.
SQQ168,SQL,Dificil,O que a palavra-chave 'WHERE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,WHERE,A palavra-chave WHERE é usada frequentemente em SQL.
SQQ169,SQL,Media,O que a palavra-chave 'INSERT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,INSERT,A palavra-chave INSERT é usada frequentemente em SQL.
SQQ170,SQL,Media,O que a palavra-chave 'UPDATE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,UPDATE,A palavra-chave UPDATE é usada frequentemente em SQL.
SQQ171,SQL,Media,O que a palavra-chave 'DELETE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,DELETE,A palavra-chave DELETE é usada frequentemente em SQL.
SQQ172,SQL,Dificil,O que a palavra-chave 'JOIN' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,JOIN,A palavra-chave JOIN é usada frequentemente em SQL.
SQQ173,SQL,Dificil,O que a palavra-chave 'ORDER BY' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,ORDER BY,A palavra-chave ORDER BY é usada frequentemente em SQL.
SQQ174,SQL,Media,O que a palavra-chave 'INSERT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,INSERT,A palavra-chave INSERT é usada frequentemente em SQL.
SQQ175,SQL,Hard,O que a palavra-chave 'SELECT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,SELECT,A palavra-chave SELECT é usada frequentemente em SQL.
SQQ176,SQL,Media,O que a palavra-chave 'ORDER BY' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,ORDER BY,A palavra-chave ORDER BY é usada frequentemente em SQL.
SQQ177,SQL,Media,O que a palavra-chave 'DELETE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,DELETE,A palavra-chave DELETE é usada frequentemente em SQL.
SQQ178,SQL,Media,O que a palavra-chave 'ORDER BY' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,ORDER BY,A palavra-chave ORDER BY é usada frequentemente em SQL.
SQQ179,SQL,Hard,O que a palavra-chave 'JOIN' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,JOIN,A palavra-chave JOIN é usada frequentemente em SQL.
SQQ180,SQL,Simples,O que a palavra-chave 'UPDATE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,UPDATE,A palavra-chave UPDATE é usada frequentemente em SQL.
SQQ181,SQL,Dificil,O que a palavra-chave 'INSERT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,INSERT,A palavra-chave INSERT é usada frequentemente em SQL.
SQQ182,SQL,Dificil,O que a palavra-chave 'ORDER BY' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,ORDER BY,A palavra-chave ORDER BY é usada frequentemente em SQL.
SQQ183,SQL,Hard,O que a palavra-chave 'SELECT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,SELECT,A palavra-chave SELECT é usada frequentemente em SQL.
SQQ184,SQL,Dificil,O que a palavra-chave 'DELETE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,DELETE,A palavra-chave DELETE é usada frequentemente em SQL.
SQQ185,SQL,Hard,O que a palavra-chave 'SELECT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,SELECT,A palavra-chave SELECT é usada frequentemente em SQL.
SQQ186,SQL,Dificil,O que a palavra-chave 'ORDER BY' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,ORDER BY,A palavra-chave ORDER BY é usada frequentemente em SQL.
SQQ187,SQL,Dificil,O que a palavra-chave 'INSERT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,INSERT,A palavra-chave INSERT é usada frequentemente em SQL.
SQQ188,SQL,Media,O que a palavra-chave 'INSERT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,INSERT,A palavra-chave INSERT é usada frequentemente em SQL.
SQQ189,SQL,Dificil,O que a palavra-chave 'WHERE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,WHERE,A palavra-chave WHERE é usada frequentemente em SQL.
SQQ190,SQL,Media,O que a palavra-chave 'ORDER BY' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,ORDER BY,A palavra-chave ORDER BY é usada frequentemente em SQL.
SQQ191,SQL,Simples,O que a palavra-chave 'JOIN' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,JOIN,A palavra-chave JOIN é usada frequentemente em SQL.
SQQ192,SQL,Media,O que a palavra-chave 'INSERT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,INSERT,A palavra-chave INSERT é usada frequentemente em SQL.
SQQ193,SQL,Media,O que a palavra-chave 'SELECT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,SELECT,A palavra-chave SELECT é usada frequentemente em SQL.
SQQ194,SQL,Dificil,O que a palavra-chave 'INSERT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,INSERT,A palavra-chave INSERT é usada frequentemente em SQL.
SQQ195,SQL,Simples,O que a palavra-chave 'SELECT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,SELECT,A palavra-chave SELECT é usada frequentemente em SQL.
SQQ196,SQL,Hard,O que a palavra-chave 'WHERE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,WHERE,A palavra-chave WHERE é usada frequentemente em SQL.
SQQ197,SQL,Media,O que a palavra-chave 'SELECT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,SELECT,A palavra-chave SELECT é usada frequentemente em SQL.
SQQ198,SQL,Media,O que a palavra-chave 'INSERT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,INSERT,A palavra-chave INSERT é usada frequentemente em SQL.
SQQ199,SQL,Dificil,O que a palavra-chave 'DELETE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,DELETE,A palavra-chave DELETE é usada frequentemente em SQL.
SQQ200,SQL,Hard,O que a palavra-chave 'ORDER BY' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,ORDER BY,A palavra-chave ORDER BY é usada frequentemente em SQL.
SQQ201,SQL,Hard,O que a palavra-chave 'ORDER BY' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,ORDER BY,A palavra-chave ORDER BY é usada frequentemente em SQL.
SQQ202,SQL,Dificil,O que a palavra-chave 'DELETE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,DELETE,A palavra-chave DELETE é usada frequentemente em SQL.
SQQ203,SQL,Dificil,O que a palavra-chave 'SELECT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,SELECT,A palavra-chave SELECT é usada frequentemente em SQL.
SQQ204,SQL,Simples,O que a palavra-chave 'SELECT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,SELECT,A palavra-chave SELECT é usada frequentemente em SQL.
SQQ205,SQL,Hard,O que a palavra-chave 'DELETE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,DELETE,A palavra-chave DELETE é usada frequentemente em SQL.
SQQ206,SQL,Simples,O que a palavra-chave 'UPDATE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,UPDATE,A palavra-chave UPDATE é usada frequentemente em SQL.
SQQ207,SQL,Dificil,O que a palavra-chave 'DELETE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,DELETE,A palavra-chave DELETE é usada frequentemente em SQL.
SQQ208,SQL,Media,O que a palavra-chave 'INSERT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,INSERT,A palavra-chave INSERT é usada frequentemente em SQL.
SQQ209,SQL,Hard,O que a palavra-chave 'JOIN' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,JOIN,A palavra-chave JOIN é usada frequentemente em SQL.
SQQ210,SQL,Simples,O que a palavra-chave 'JOIN' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,JOIN,A palavra-chave JOIN é usada frequentemente em SQL.
SQQ211,SQL,Media,O que a palavra-chave 'INSERT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,INSERT,A palavra-chave INSERT é usada frequentemente em SQL.
SQQ212,SQL,Hard,O que a palavra-chave 'UPDATE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,UPDATE,A palavra-chave UPDATE é usada frequentemente em SQL.
SQQ213,SQL,Simples,O que a palavra-chave 'UPDATE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,UPDATE,A palavra-chave UPDATE é usada frequentemente em SQL.
SQQ214,SQL,Media,O que a palavra-chave 'DELETE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,DELETE,A palavra-chave DELETE é usada frequentemente em SQL.
SQQ215,SQL,Media,O que a palavra-chave 'ORDER BY' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,ORDER BY,A palavra-chave ORDER BY é usada frequentemente em SQL.
SQQ216,SQL,Simples,O que a palavra-chave 'UPDATE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,UPDATE,A palavra-chave UPDATE é usada frequentemente em SQL.
SQQ217,SQL,Dificil,O que a palavra-chave 'SELECT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,SELECT,A palavra-chave SELECT é usada frequentemente em SQL.
SQQ218,SQL,Media,O que a palavra-chave 'UPDATE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,UPDATE,A palavra-chave UPDATE é usada frequentemente em SQL.
SQQ219,SQL,Media,O que a palavra-chave 'SELECT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,SELECT,A palavra-chave SELECT é usada frequentemente em SQL.
SQQ220,SQL,Simples,O que a palavra-chave 'SELECT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,SELECT,A palavra-chave SELECT é usada frequentemente em SQL.
SQQ221,SQL,Dificil,O que a palavra-chave 'JOIN' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,JOIN,A palavra-chave JOIN é usada frequentemente em SQL.
SQQ222,SQL,Hard,O que a palavra-chave 'DELETE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,DELETE,A palavra-chave DELETE é usada frequentemente em SQL.
SQQ223,SQL,Media,O que a palavra-chave 'JOIN' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,JOIN,A palavra-chave JOIN é usada frequentemente em SQL.
SQQ224,SQL,Dificil,O que a palavra-chave 'DELETE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,DELETE,A palavra-chave DELETE é usada frequentemente em SQL.
SQQ225,SQL,Media,O que a palavra-chave 'UPDATE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,UPDATE,A palavra-chave UPDATE é usada frequentemente em SQL.
SQQ226,SQL,Dificil,O que a palavra-chave 'UPDATE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,UPDATE,A palavra-chave UPDATE é usada frequentemente em SQL.
SQQ227,SQL,Media,O que a palavra-chave 'DELETE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,DELETE,A palavra-chave DELETE é usada frequentemente em SQL.
SQQ228,SQL,Simples,O que a palavra-chave 'WHERE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,WHERE,A palavra-chave WHERE é usada frequentemente em SQL.
